1,0.109827,0.677492,0.014250
2,0.225102,0.452838,0.019662
3,0.297271,0.591784,0.014145
4,0.788047,0.615549,0.030442
5,0.480819,0.886982,0.029934
6,1.126854,0.888159,0.024978
7,1.297195,1.091658,0.039666
8,1.519526,1.165545,0.032758
9,1.921371,1.263481,0.042547
10,1.947264,1.397055,0.037563
11,2.118394,1.534384,0.050422
12,2.283468,1.640671,0.055362
13,2.420119,1.720131,0.059561
14,2.505809,1.848135,0.063457
15,2.748174,2.065342,0.061894
16,3.151839,2.180636,0.066527
17,2.997038,2.284026,0.062315
18,3.305136,2.414598,0.074703
19,3.456291,2.523077,0.077842
20,3.706739,2.624766,0.084136
21,3.655739,2.769748,0.082592
22,3.519022,2.951979,0.091709
23,3.784866,2.977886,0.090527
24,4.174160,3.135137,0.095487
25,4.152778,3.327830,0.099726
26,5.188397,3.504671,0.092466
27,2.035045,3.145122,0.101859
28,5.298450,3.904026,0.105951
29,5.992357,3.803032,0.110100
30,4.902943,3.943635,0.101738
31,4.803309,3.939369,0.118210
32,5.405801,4.252250,0.139975
33,5.849048,4.596768,0.143655
34,6.765405,4.556717,0.148293
35,5.787564,4.659800,0.158010
36,5.747197,4.632140,0.168022
37,5.910904,4.970425,0.160082
38,6.327774,5.283541,0.163937
39,5.922885,5.189810,0.173507
40,5.994140,5.198814,0.166539
41,6.913433,5.337168,0.181681
42,7.547498,5.459785,0.184986
43,6.761996,5.918753,0.188418
44,7.613449,6.160141,0.198392
45,6.808708,6.216477,0.191484
46,7.915190,6.241621,0.190355
47,8.253367,6.529783,0.215468
48,8.080023,6.241224,0.208226
49,8.387665,6.728574,0.211548
50,8.751039,6.664535,0.215484
