1,0.225096
2,0.382184
3,0.355539
4,1.102850
5,0.971135
6,0.710960
7,1.399412
8,1.533853
9,2.066899
10,2.010413
11,0.594092
12,2.015662
13,0.787448
14,2.138202
15,2.414751
16,2.786892
17,3.640638
18,3.282803
19,3.367902
20,3.376293
21,3.902425
22,7.349477
23,5.312305
24,5.047643
25,4.710763
26,4.707603
27,5.106290
28,5.559132
29,5.067013
30,7.228739
31,6.075975
32,5.465686
33,5.557074
34,6.117247
35,5.898220
36,6.015624
37,7.618885
38,5.780930
39,7.066802
40,7.320626
41,7.455781
42,8.992806
43,7.053853
44,8.870024
45,9.302218
46,8.998987
47,10.398969
48,9.330184
49,8.077652
50,11.213904
