1,0.130763,0.344585,0.005714
2,0.220316,0.225931,0.008997
3,0.303865,0.288843,0.013276
4,0.343903,0.344254,0.015082
5,0.420368,0.438575,0.020267
6,0.514960,0.446002,0.023475
7,0.559171,0.478534,0.026259
8,0.634999,0.541252,0.028425
9,0.714025,0.653080,0.035979
10,0.794055,0.654609,0.037423
11,0.816466,0.685814,0.042437
12,0.986443,0.722765,0.041234
13,0.998956,0.861955,0.049172
14,1.050826,0.835856,0.051717
15,1.081552,0.977203,0.053938
16,1.276776,0.861608,0.058404
17,1.226941,1.006744,0.060527
18,1.297453,0.992464,0.065497
19,1.329676,1.191150,0.068105
20,1.416095,1.098535,0.071943
21,1.583530,1.281089,0.073619
22,1.570826,1.260826,0.078459
23,1.660976,2.166860,0.084515
24,1.749144,1.933254,0.085135
25,1.839626,1.333258,0.088178
26,1.993868,1.427121,0.088540
27,1.980716,1.480238,0.096720
28,2.053148,1.651628,0.101411
29,2.094145,1.653644,0.102467
30,2.148808,1.783557,0.108142
31,2.292559,1.724457,0.108170
32,2.315359,1.927743,0.163443
33,2.471262,1.962945,0.172013
34,2.534947,1.881521,0.133963
35,2.588546,2.117587,0.169437
36,2.645899,2.016254,0.215042
37,2.751801,2.876121,0.223065
38,2.741142,2.142356,0.221038
39,2.856075,2.090469,0.193361
40,2.926232,2.160540,0.268363
41,3.086590,2.510718,0.163123
42,3.037562,3.083082,0.170900
43,3.259693,3.070070,0.174113
44,3.182262,2.544986,0.176912
45,3.339318,2.763944,0.253767
46,3.338911,3.178790,0.247649
47,3.408913,2.783102,0.275289
48,3.603724,2.719647,0.194739
49,3.499498,3.495814,0.199406
50,3.674188,3.005033,0.247465
