1,0.195445,0.036113
2,0.312325,0.042140
3,0.420175,0.048085
4,0.540080,0.048736
5,0.654154,0.054147
6,0.762059,0.060163
7,0.875970,0.060120
8,1.015252,0.060173
9,1.147774,0.070132
10,1.283546,0.072184
11,1.416083,0.066184
12,1.559333,0.072146
13,1.697215,0.078176
14,1.709228,0.102732
15,1.829096,0.120087
16,2.038795,0.120106
17,2.158785,0.126741
18,2.242729,0.126092
19,2.260771,0.132065
20,2.362501,0.138719
21,2.470467,0.126120
22,2.626361,0.138090
23,2.776248,0.144668
24,3.165793,0.149948
25,3.225820,0.156048
26,3.172364,0.180058
27,3.363476,0.186045
28,3.441559,0.191999
29,3.808237,0.162079
30,3.693810,0.204115
31,4.161649,0.186048
32,4.029148,0.222002
33,4.808439,0.210047
34,5.054947,0.257942
35,4.472785,0.246092
36,5.102809,0.234032
37,5.803515,0.251835
38,6.295430,0.252010
39,5.653764,0.257991
40,5.995898,0.263947
41,7.080082,0.251995
42,7.176193,0.264599
43,6.954408,0.269966
44,7.086255,0.264627
45,7.889368,0.275956
46,8.644390,0.275973
47,7.566377,0.287964
48,7.853515,0.287817
49,9.850044,0.263956
50,9.363888,0.299914
