1000,0.258762,0.378392
1001,0.264512,0.384385
1002,0.270512,0.384433
1003,0.271253,0.378483
1004,0.270611,0.384482
1005,0.270689,0.372462
1006,0.277286,0.390427
1007,0.330677,0.546312
1008,0.276565,0.396461
1009,0.270658,0.379116
1010,0.270662,0.372484
1011,0.270647,0.390456
1012,0.270598,0.391086
1013,0.270692,0.378539
1014,0.264664,0.372524
1015,0.270613,0.379096
1016,0.276567,0.384440
1017,0.276661,0.378495
1018,0.264612,0.391117
1019,0.264674,0.378441
1020,0.270643,0.390469
1021,0.270623,0.378485
1022,0.277303,0.378463
1023,0.270558,0.384563
1024,0.270717,0.384495
1025,0.283306,0.402575
1026,0.282574,0.396487
1027,0.294630,0.402453
1028,0.289219,0.390458
1029,0.282637,0.402502
1030,0.294634,0.528413
1031,0.283247,0.402440
1032,0.288600,0.408412
1033,0.282633,0.396493
1034,0.282642,0.397103
1035,0.288654,0.396513
1036,0.288619,0.408455
1037,0.426454,0.475037
1038,0.282616,0.396464
1039,0.294641,0.402444
1040,0.294612,0.403110
1041,0.294607,0.384589
1042,0.294560,0.402524
1043,0.282564,0.391167
1044,0.282635,0.402443
1045,0.288558,0.402561
1046,0.282640,0.409110
1047,0.294658,0.396562
1048,0.288599,0.402507
1049,0.288555,0.403194
1050,0.288593,0.402485
1051,0.288620,0.534295
1052,0.288654,0.408477
1053,0.289313,0.396591
1054,0.282679,0.402510
1055,0.294551,0.408479
1056,0.301165,0.408531
1057,0.366487,0.402494
1058,0.294636,0.396490
1059,0.295244,0.408531
1060,0.288595,0.402483
1061,0.294638,0.390471
1062,0.295250,0.396499
1063,0.288637,0.408457
1064,0.300651,0.408544
1065,0.301259,0.408507
1066,0.294569,0.402533
1067,0.300595,0.414459
1068,0.295239,0.414366
1069,0.288631,0.468425
1070,0.294710,0.408466
1071,0.295251,0.414418
1072,0.300640,0.408426
1073,0.300576,0.408502
1074,0.294682,0.415147
1075,0.300723,0.426519
1076,0.294717,0.480484
1077,0.307207,0.414459
1078,0.300612,0.408468
1079,0.300592,0.420450
1080,0.306551,0.415052
1081,0.300656,0.414488
1082,0.300583,0.408461
1083,0.300627,0.510949
1084,0.306595,0.414473
1085,0.306523,0.408451
1086,0.306661,0.421029
1087,0.300609,0.408490
1088,0.300569,0.420495
1089,0.300553,0.414452
1090,0.301221,0.414462
1091,0.300608,0.420469
1092,0.300590,0.444461
1093,0.301246,0.414438
1094,0.300643,0.420382
1095,0.306576,0.420439
1096,0.307242,0.426413
1097,0.312548,0.420432
1098,0.312606,0.408547
1099,0.301179,0.414470
1100,0.306597,0.426422
1101,0.306642,0.528273
1102,0.312640,0.421826
1103,0.300562,0.414484
1104,0.300621,0.432474
1105,0.300613,0.415087
1106,0.306597,0.426424
1107,0.312623,0.414456
1108,0.312510,0.427178
1109,0.300603,0.420428
1110,0.306664,0.426468
1111,0.306584,0.415047
1112,0.312603,0.432415
1113,0.306612,0.420444
1114,0.318618,0.426416
1115,0.307226,0.420477
1116,0.312609,0.426460
1117,0.312589,0.426420
1118,0.283286,0.426414
1119,0.300557,0.432430
1120,0.288575,0.426409
1121,0.295295,0.414454
1122,0.276645,0.420415
1123,0.294605,0.414433
1124,0.294622,0.427063
1125,0.300581,0.432441
1126,0.300610,0.426387
1127,0.306679,0.441345
1128,0.298332,0.432407
1129,0.300576,0.426441
1130,0.282630,0.427033
1131,0.294622,0.426419
1132,0.288639,0.444468
1133,0.288586,0.445039
1134,0.294598,0.426640
1135,0.300454,0.462337
1136,0.312644,0.438401
1137,0.313164,0.438455
1138,0.312579,0.438487
1139,0.324520,0.444385
1140,0.325218,0.438405
1141,0.360575,0.444402
1142,0.306624,0.420474
1143,0.307253,0.432433
1144,0.318631,0.438511
1145,0.312557,0.432405
1146,0.313219,0.426449
1147,0.306597,0.522352
1148,0.306586,0.438383
1149,0.312615,0.445003
1150,0.312717,0.432443
1151,0.312623,0.432401
1152,0.318593,0.451019
1153,0.318603,0.444413
1154,0.324612,0.504345
1155,0.318573,0.439105
1156,0.324527,0.444393
1157,0.324621,0.432439
1158,0.330545,0.433064
1159,0.324612,0.432412
1160,0.312603,0.450432
1161,0.324598,0.456463
1162,0.325198,0.438413
1163,0.324616,0.456392
1164,0.330571,0.450371
1165,0.325173,0.438488
1166,0.324540,0.432414
1167,0.318664,0.438454
1168,0.331225,0.444323
1169,0.324611,0.444387
1170,0.318633,0.438388
1171,0.319221,0.438429
1172,0.420497,0.444442
1173,0.318582,0.438419
1174,0.330602,0.522930
1175,0.318609,0.444499
1176,0.324477,0.456394
1177,0.726117,0.439078
1178,0.324543,0.444427
1179,0.318624,0.450378
1180,0.330591,0.528913
1181,0.330583,0.444409
1182,0.318504,0.444410
1183,0.324611,0.450401
1184,0.331241,0.462447
1185,0.318598,0.444428
1186,0.324541,0.456381
1187,0.319260,0.456425
1188,0.330570,0.450368
1189,0.324664,0.450399
1190,0.331220,0.450450
1191,0.330572,0.456404
1192,0.330577,0.456390
1193,0.325219,0.534331
1194,0.330566,0.450403
1195,0.330542,0.456488
1196,0.337153,0.444385
1197,0.336581,0.444390
1198,0.414489,0.456396
1199,0.330539,0.456993
1200,0.336603,0.450383
1201,0.330628,0.654240
1202,0.324545,0.451061
1203,0.324572,0.450425
1204,0.336546,0.456407
1205,0.324530,0.445036
1206,0.318601,0.444430
1207,0.324569,0.456445
1208,0.348526,0.450409
1209,0.325237,0.456418
1210,0.330542,0.462390
1211,0.324570,0.456441
1212,0.337206,0.462427
1213,0.336658,0.450379
1214,0.330600,0.552280
1215,0.337208,0.456395
1216,0.336571,0.462378
1217,0.324767,0.456171
1218,0.331213,0.468457
1219,0.330551,0.474389
1220,0.336591,0.462398
1221,0.330525,0.457016
1222,0.330537,0.462409
1223,0.330542,0.468338
1224,0.330641,0.475080
1225,0.330590,0.474349
1226,0.336592,0.462350
1227,0.348565,0.457060
1228,0.330560,0.474374
1229,0.426467,0.462398
1230,0.336615,0.469060
1231,0.336528,0.474385
1232,0.342828,0.569974
1233,0.336595,0.474374
1234,0.349140,1.127635
1235,0.336554,0.456449
