1,0.232099,0.950236,0.035392
2,0.378761,0.587018,0.035430
3,0.517719,0.827394,0.035387
4,0.705113,1.114281,0.041364
5,0.298928,1.503876,0.077342
6,0.385028,1.695551,0.054008
7,0.341913,1.707642,0.089307
8,0.386132,2.091006,0.059369
9,0.552590,2.726103,0.065337
10,0.522487,2.660902,0.101298
11,3.140206,2.857964,0.065322
12,3.919784,3.631298,0.071331
13,4.240362,3.961382,0.077357
14,4.039530,4.284199,0.083307
15,0.751923,4.045262,0.083331
16,0.906194,3.912829,0.083339
17,0.846942,4.859587,0.083305
18,0.945189,4.782148,0.089332
19,4.020112,4.338271,0.095283
20,3.425775,4.230953,0.101273
21,5.522074,4.170897,0.107308
22,5.072099,4.907422,0.101293
23,4.035295,5.219678,0.119302
24,7.111884,4.835463,0.149235
25,7.658396,5.734829,0.149204
26,8.054534,6.249429,0.149206
27,9.176311,7.010248,0.155245
28,8.104751,6.921004,0.125223
29,5.752486,6.845633,0.155195
30,9.947054,7.243873,0.167216
31,6.332692,7.286093,0.137868
32,2.330096,7.477535,0.167185
33,1.575393,7.932966,0.167216
34,11.198330,9.623007,0.167237
35,9.971659,9.532563,0.167203
36,1.724880,8.005465,0.221126
37,1.737632,9.143437,0.214972
38,7.330317,8.939589,0.179841
39,10.665811,9.748457,0.185202
40,2.826848,11.078246,0.179202
41,1.739299,8.634746,0.197203
42,9.963150,7.591722,0.221170
43,3.364860,9.383492,0.197183
44,2.043197,12.072845,0.209171
45,16.758032,11.762004,0.215154
46,15.689329,9.718399,0.209149
47,9.312877,12.331238,0.221120
48,4.321606,13.379153,0.221131
49,3.783034,11.683692,0.281655
50,3.064847,12.097074,0.233105
