1,0.107047,0.186943,0.036031
2,0.156636,0.318223,0.042043
3,0.220276,0.434750,0.042008
4,0.261695,0.539981,0.060042
5,0.305117,0.660070,0.048052
6,0.377064,0.767993,0.054741
7,0.408070,0.899904,0.054095
8,0.501719,1.061619,0.060042
9,0.493098,1.139692,0.066080
10,0.581629,1.242129,0.066101
11,0.620267,1.415291,0.072115
12,0.627219,1.481213,0.078044
13,0.759541,1.595830,0.072053
14,0.750454,1.751025,0.078081
15,0.839352,1.810962,0.084026
16,0.701038,1.907494,0.084057
17,0.849364,2.020823,0.084040
18,0.885376,2.188566,0.090041
19,0.974580,2.258822,0.096061
20,1.007010,2.500201,0.102067
21,1.145706,2.608179,0.096130
22,1.073844,2.590873,0.102064
23,1.266525,2.919999,0.114050
24,1.315229,2.823871,0.108685
25,1.314275,2.919835,0.125988
26,1.411030,3.039661,0.120042
27,1.298634,3.166266,0.120009
28,1.521989,3.279456,0.126757
29,1.359083,3.381394,0.114046
30,1.598235,3.687696,0.126021
31,1.452018,3.537677,0.120008
32,1.685446,3.723635,0.156001
33,1.864696,4.119557,0.167969
34,1.644427,3.974997,0.167998
35,1.661576,4.317441,0.155971
36,1.737626,4.496386,0.179915
37,1.775409,4.334829,0.162628
38,1.839172,4.814215,0.179972
39,2.078681,4.616598,0.197904
40,1.921927,5.036693,0.191934
41,1.952439,5.197811,0.203934
42,2.000226,5.312561,0.191987
43,2.124380,5.353710,0.191813
44,2.134135,5.540148,0.209935
45,2.355867,5.263803,0.215891
46,2.368356,5.456210,0.221930
47,2.252781,5.839135,0.294500
48,2.585151,6.037876,0.209902
49,2.373314,6.025599,0.227931
50,2.491470,6.265662,0.215953
