1,0.102817,0.198316
2,0.132349,0.342221
3,0.168367,0.486108
4,0.210318,0.606829
5,0.265480,0.754929
6,0.294403,0.887786
7,0.325088,1.044306
8,0.383794,1.175534
9,0.402454,1.320144
10,0.450393,2.434283
11,0.480370,2.782255
12,0.546183,3.039952
13,0.672096,3.334116
14,0.783566,3.635183
15,0.923794,3.974972
16,1.076667,4.396766
17,1.196862,4.559317
18,1.307037,4.945576
19,1.451340,5.253118
20,1.594471,5.668303
21,1.888820,6.077649
22,1.985311,6.401662
23,2.068880,7.162947
24,2.267395,7.233635
25,2.494029,7.768479
26,2.368556,7.683984
27,2.723045,7.916612
28,2.907530,8.355390
29,2.781458,8.787547
30,3.015565,8.930872
31,3.005282,9.204933
32,3.156054,9.485710
33,3.266810,9.805753
34,3.429107,10.141719
35,3.542704,10.573006
36,3.904057,11.543558
37,3.795374,11.118504
38,4.217155,11.450799
39,4.064384,11.768768
40,4.430406,12.202814
41,4.546867,12.401795
42,4.676319,12.611738
43,5.009520,13.349752
44,4.712290,13.563730
45,5.454854,13.696094
46,5.179539,14.199576
47,5.299318,14.337819
48,5.077221,14.686018
49,5.174111,15.308441
50,5.461255,16.800754
