1,0.199339,0.389462
2,0.371814,0.767213
3,0.587547,1.186744
4,0.815166,1.600193
5,1.097172,2.068560
6,1.372812,2.583170
7,1.708397,3.080608
8,2.055950,3.643898
9,2.428203,4.231395
10,2.937022,5.849429
11,3.320523,6.449375
12,3.859884,7.203802
13,4.267394,7.901952
14,4.540326,8.744451
15,5.106968,9.849869
16,5.942113,10.441231
17,7.197310,11.403121
18,7.229572,12.676869
19,8.352968,13.328056
20,8.272273,14.326054
21,9.574422,16.252858
22,10.411153,17.004167
23,11.690657,18.560050
24,12.604262,19.905473
25,12.798616,20.537986
26,14.856796,21.872025
27,15.968992,22.910052
28,17.303993,25.345870
29,16.869391,25.636033
30,17.933659,27.004482
31,20.537718,29.907915
32,23.166152,32.757419
33,22.599391,32.706363
34,24.281439,34.505770
35,25.297712,35.911156
36,28.411488,37.939325
37,28.318608,39.200415
38,30.186453,41.461092
39,34.105517,44.470450
40,34.476385,44.411901
41,34.396428,46.821780
42,38.697721,51.282480
43,38.977429,52.469970
44,42.303302,52.896376
45,43.541801,54.432669
46,42.777827,59.163033
47,47.013341,58.517947
48,48.883188,61.059891
49,51.246613,63.417044
50,50.371035,68.309602
